target,phonemes_clean,phonemes_substitute_5pct,phonemes_substitute_10pct,phonemes_substitute_20pct,phonemes_delete_5pct,phonemes_delete_10pct,phonemes_delete_20pct,phonemes_insert_5pct,phonemes_insert_10pct,phonemes_insert_20pct
IT'S A PLUS POINT,IH T EH S AH P L AH S P OY N T,IH T EH S F P L AH S P OY N T,IH T EH S AH P L AH S P B N T,W T EH CH AH P L AH S P OY N IH,IH T EH S AH P L AH P OY N T,IH T EH S AH L AH S P OY N T,IH T EH S AH L AH S P OY,IH T EH S EY AH P L AH S P OY N T,IH T EH S AH P L AH S P B OY N T,V IH T EH S AH P L IH AH S P EY OY N T
WE HAVE ALL THE USUAL SUSPECTS,W IY HH AE V AO L DH AH Y UW ZH AH W AH L S AH S P EH K T S,W Z HH AE V AO L DH AH Y UW ZH AH W AH L S AH S P EH K T S,W IY HH AE V AO L DH AH JH UW ZH AH W AH L S AH S P EH K T UH,W IY HH K V AO L DH AH AA UW ZH AH W ZH DH S AH S P EH K G S,W IY HH AE V AO L DH Y UW ZH AH W AH L S AH S P EH K T S,W IY HH AE V AO L DH AH Y UW ZH AH L S AH S P EH K T S,W IY HH V AO L DH AH Y UW ZH AH L AH S EH K T S,W Y IY HH AE V AO L DH AH Y UW ZH AH W AH L S AH S P EH K T S,W IY HH AE V AO L DH AH JH Y UW ZH AH W AH L S AH S P EH K T TH S,W IY HH AE DH V AO L DH AH G Y UW ZH AH W Z AH AA L S AH S P EH K B T S
WHICH IS ABSOLUTELY UNDERSTANDABLE,W IH CH IH Z AE B S AH L UW T L IY AH N D ER S T AE N D AH B AH L,W IH CH IH Z AE B S AH L UW T L IY AH N D ER S T AE N D V B AH L,W IH CH IH Z AE B S AH L W T L JH AH N D ER S T AE OY D AH B AH L,S IH DH IH Z AE B TH AH L UW T L B AH N D B S T AE N D AH B AH L,W IH CH IH Z AE B S AH L UW T L IY AH N D ER S T AE N D AH AH L,W CH IH Z AE B S AH L UW T L IY AH N D ER S T AE D B AH L,W CH IH Z AE S L UW T L IY AH N D ER T AE N AH B AH L,W IH CH IH Z AE B S AH L UW T L IY AH N D ER S T AE N D UW AH B AH L,W IH CH IH Z AE B S AH L V UW T L IY IY AH N D ER S T AE OW N D AH B AH L,D W IH B CH IH Z AE B S AH S L UW T L B IY AH N D F ER S T AE N D AH B AH L
WILL APPEAR IN COURT NEXT MONTH,W IH L AH P IH R IH N K AO R T N EH K S T M AH N TH,W L L AH P IH R IH N K AO R T N EH K S T M AH N TH,W IH L AH OY IH NG IH N K AO R T N EH K S T M AH N TH,W IH L AH P IH R IH G T AO R T SH EH K T T M AH N TH,W IH L AH P IH R IH N K AO R T N EH K S T M AH TH,W IH L P IH R IH N K AO R T N EH K S T M AH TH,IH L AH P IH R IH N K AO R T EH K M AH N TH,W K IH L AH P IH R IH N K AO R T N EH K S T M AH N TH,W IH L AH NG P IH OY R IH N K AO R T N EH K S T M AH N TH,W IH L AH P IH R IH G N SH K AO R T N EH SH K OY S T M AH N TH
IF YOU WANT TO KNOW WHAT THE KIDS ARE LISTENING TO THESE DAYS,IH F Y UW W AA N T T UW N OW W AH T DH AH K IH D Z AA R L IH S AH N IH NG T UW DH IY Z D EY Z,IH F Y SH W AA N T T UW N OW W AH T DH AH K IH D Z AA R L IH S AH N IH NG T UW DH IY Z D EY TH,IH F Y UW W AA N T T UW N W W AH T DH AH K IH K Z AA R L IH IY AH N IH NG T UW DH IY Z D ' Z,IH F Y UW JH AA N T IY L N OW IH AH T DH AH K IH D Z AA R L UH S AH N IH NG T UW ' Z Z P EY Z,IH F Y UW W AA N T UW N OW W AH T DH AH K IH D Z R L IH S AH N IH NG T UW DH IY Z D EY Z,IH F Y W AA T T UW N OW W AH T DH AH K IH D Z R L IH AH N IH NG T UW DH IY Z D EY Z,IH F Y UW AA N T UW N OW AH T DH AH K IH D R IH S AH IH NG T UW DH IY Z D Z,IH F Y TH UW W AA N T T UW N OW W AH T DH AH K IH D Z AA R L IH S AH N IH NG T UW DH IY Z D EY SH Z,IH F Y UW W AA N T T UW N IY OW W AH T DH AH K IH JH D Z AA R L IH ' S AH N IH NG T UW DH IY Z D V EY Z,IH F Y UW W AA N T IY T ' UW N OW IH W AH T DH AH K IH D Z AA R L TH IH S AH L N IH OY NG T UW IH DH IY Z AO D EY Z
THEY ARE BATTLING TO BE CROWNED PRO CHALLENGE CHAMPION,DH EY AA R B AE T AH L IH NG T UW B IY K R AW N D P R OW CH AE L AH N JH CH AE M P IY AH N,DH EY AA R B AE T AH L IH UH T UW B IY K R AW N D P R OW CH AE L AH N JH CH AE M P AH AH N,DH EY AA R B AE T AH L IH NG T UW S IY K R AW N D EY R OW CH AE L AH S JH UH AE M P IY AH N,DH EY AA R B AE T AH L OW G T UW B IY K R Y N D P R ER CH AE L AH N SH CH L V P IY AH N,DH EY AA R B AE T AH L IH NG T UW B IY K R AW D P R OW CH AE L AH JH CH AE M P IY AH N,DH EY AA R B AE T AH L IH NG T B IY R AW N D P R OW CH AE L AH N CH AE M P IY N,DH EY AA R B AE T AH L IH NG T B IY K R AW N R CH AE L N JH CH AE M IY AH,DH EY AA R B AE T AH L IH TH NG T UW B IY K R AW N D P R OW CH AE L AH N JH CH AE M P AH IY AH N,DH EY AA R B AE T AH L IH NG T UW TH B IY K R AW N D EY P R OW CH AE L AH R N JH R CH AE M P IY AH N,DH EY AA R B AE T AH L G IH ER NG K T UW B IY K R AW N S D P R OW CH AE L AH N NG JH CH UW AE V M P IY AH N
CLEARLY THEY DO,K L IH R L IY DH EY D UW,K EH IH R L IY DH EY D UW,K L IH R L IY DH DH D UW,K L IH AE L IY P EY D UW,K L R L IY DH EY D UW,K L R L IY DH EY D UW,K L IH R IY DH EY UW,K EH L IH R L IY DH EY D UW,K L IH R L IY DH DH EY D UW,K L IH R L IY OY DH EY D F UW
IS IT TRUE SHE WAS,IH Z IH T T R UW SH IY W AA Z,IH ZH IH T T R UW SH IY W AA Z,IH Z IH T T R UW SH IY W AY Z,IH Z IH T T NG UW NG IY W AA Z,IH Z IH T T R UW IY W AA Z,IH Z IH T T R SH IY W AA Z,IH Z T R UW SH IY W AA Z,IH Z Z IH T T R UW SH IY W AA Z,IH Z IH T T R UW SH IY W AW AA Z,NG IH Z IH T T SH R UW SH IY W AA Z
GARDENS NEVER FINISH,G AA R D AH N Z N EH V ER F IH N IH SH,G AA G D AH N Z N EH V ER F IH N IH SH,G AA R D AH N Z N AW L ER F IH N IH SH,Z AA R D D N Z UH EH V ER F IH N IH SH,AA R D AH N Z N EH V ER F IH N IH SH,G AA R D Z N EH V ER F IH N IH SH,G AA R D AH N N EH V F IH IH SH,G AA G R D AH N Z N EH V ER F IH N IH SH,G AA R D AH N Z N L EH ZH V ER F IH N IH SH,G AA R D AH N Z N EH V AE ER F T IH N IH D SH
FOR ME IT DOESN'T MAKE SENSE,F AO R M IY IH T D AH Z EH N T AY M EY K S EH N S,F AO R M IY IH T D AH Z EH N B AY M EY K S EH N S,F AO R M IY IH T G AH ER EH N T AY M EY K S EH N S,F AO R SH IY IH T D AH Z UW N T AY ' EY K S EH D S,F AO R M IY IH T D Z EH N T AY M EY K S EH N S,F AO R M IY IH T AH Z EH N T AY EY K S EH N S,F AO R M IY T D AH EH N T AY M EY K S S,F AO R M IY IH T D AH Z EH N B T AY M EY K S EH N S,F AO F R M IY IH T JH D AH Z EH N T AY M EY K S EH N S,F AO R M UH IY IH T D AH Z AY EH N T AY M EY R K S AY EH N S
I FEEL LIKE THIS,AY F IY L L AY K DH IH S,AY F IY L L AY K DH IH G,AY F AA L L AY K DH IH S,AY F T L L AY AO DH IH S,AY F IY L L AY K DH S,AY IY L L AY K DH IH S,AY F IY L L AY DH S,AY F IY L L AY K DH IH G S,AY F IY D L L AY K DH IH S,OY AY F IY L L AY K D DH IH S
YOU JUST HAVE TO GRAB AN OPPORTUNITY WHEN IT PRESENTS ITSELF,Y UW JH AH S T HH AE V T UW G R AE B AE N AA P ER T UW N AH T IY W EH N IH T P R EH Z AH N T S IH T S EH L F,Y UW JH AH S T HH AE V T UW G R AE B AE N AA P ER T UW N AH T IY W EH N IH T P R EH Z AH N AE AW IH T S EH L F,Y UW AO AH S T HH AE V T UW G R AE B SH N AA P ER T UW N AH T IY W EH N IH OY P R EH Z AH N T S Y T S EH L F,Y UW JH AH S G HH AE V T UW G R AE B AE TH AA P ER P V N AH AW AO W EH N IH T P R EH F AH N T S AE T S EH IY F,Y UW JH AH S T HH AE V T UW R AE B AE N AA P ER T UW N AH T IY W EH N IH T P EH Z AH N T S IH T S EH L F,Y UW JH S T AE V T UW G R AE B AE N AA P ER T UW N AH T IY W EH IH T P R EH Z N T S IH T S EH L F,UW JH AH S T HH AE V T UW G R B AE N AA UW N AH T IY W N T P R EH Z AH N IH T S EH L F,Y UW JH AH S T HH AE V T UW G R AE B AE N AA P ER T UW N AH T IY W EH N IH T P R EH Z AH N ZH T AE S IH T S EH L F,Y OY UW S JH AH S T HH AE V T UW G R AE B AO AE N AA P ER T UW N AH T IY W EH N IH ZH T P R EH Z AH N T S IH T S EH L F,Y UW JH AH G S AO T HH AE V ZH T UW G R AE B AE AE N AA P ER T UW UW N AH T T IY W EH N IH K T P R EH Z AH N T S NG IH T UW S EH L F
AS SHE LAY DYING,AE Z SH IY L EY D AY IH NG,AE Z SH IY L EY Z AY IH NG,AE Z SH OW L EY D AY IH NG,AE R SH IY L EY D AY IH DH,AE SH IY L EY D AY IH NG,AE Z SH IY L EY D AY NG,AE Z SH IY L EY D IH,AE OY Z SH IY L EY D AY IH NG,AE Z SH IY L EY D AY IH ER NG,AE Z SH P IY AW L EY D AY IH NG
VERY HIGH LEVEL,V EH R IY HH AY L EH V AH L,V EH R IY HH AY L EH V UW L,V EH R IY HH AY L OY V AH L,K EH R IY AE AY L EH V AH L,V EH R IY HH AY L EH V AH,EH R IY HH AY L EH V AH L,V EH R HH AY L EH V AH,V EH R IY HH AY L EH V AH Y L,V EH R IY HH AY T L EH V AH L,V DH EH R IY HH AY L EH V AH R L
DEMONSTRATES THE VALUE OF GREEN SPACE,D EH M AH N S T R EY T S DH AH V AE L Y UW AH V G R IY N S P EY S,D EH M AH N S T R EY T HH DH AH V AE L Y UW AH V G R IY N S P EY S,D EH M AH AY S T ' EY T S DH AH V AE L Y UW AH V R R IY N S P EY S,D HH M AH N S T R EY UW S P AH EH AE L Y UW AH V G R IY N Y D EY S,D EH M AH N S T R EY S DH AH V AE L Y UW AH V G R IY N S P EY S,D EH AH N S T R EY T S DH AH V AE L Y UW AH V G R IY N P EY,D EH M AH N T R EY T S DH AH V AE UW AH V G IY S EY S,D EH M AH N S T R EY T S DH AH V AE L Y UW UH AH V G R IY N S P EY S,D EH M AH P N S T AY R EY T S DH ' AH V AE L Y UW AH V G R IY N S P EY S,G D D EH M AH N S T R EY P T N S DH AH V AE L Y UW AH V G R M IY N IY S P EY S
ITS DESIGN VALUES,IH T S D IH Z AY N V AE L Y UW Z,IH T S L IH Z AY N V AE L Y UW Z,IH T S ER IH Z AY N V AE L Y UW Z,IH TH NG D IH Z AY N V AE L Y UW G,IH T S D IH Z AY N V AE L Y UW,IH T S IH Z AY N V AE L Y UW Z,IH S D Z AY N AE L Y UW Z,IH T S D IH HH Z AY N V AE L Y UW Z,IH T S EH D IH Z AY N V AE L Y UW Z,IH T S D IH Z EH AY N DH V EH AE L Y UW Z
THE SIX HIGHEST SCORING RUNNERS UP WILL QUALIFY,DH AH S IH K S HH AY AH S T S K AO R IH NG R AH N ER Z AH P W IH L K W AA L AH F AY,DH AH S IH K S HH AY AH S T S K AO R OY CH R AH N ER Z AH P W IH L K W AA L AH F AY,DH AH S B K S HH AY AH S T S K AO R IH NG R AH N ER Z AH P W IH L K W HH L AH F W,DH AH S IH K S HH AY EH ' T S K AO SH IH NG R AH N V Z AH P W IH L K W JH L S AO AY,DH AH S IH K S HH AY AH S T S AO R IH NG R AH N ER Z AH P W IH L K W AA L AH AY,DH AH S IH K S HH AY AH S S K AO R IH NG R AH N ER Z AH P W IH K W AA L F AY,DH AH S IH K HH AH T S K AO R NG R AH N ER AH P W L K W AA L AH F,DH AH S IH K S HH AY AH S T S K HH AO R IH NG R AH N G ER Z AH P W IH L K W AA L AH F AY,DH AH S B IH K S HH AY AH S T S K AO R IH NG R AH N ER Z AH P W IH L K W G AA L AH F V AY,DH AH S IH S K ' S HH AY AH S T S K AO R HH IH NG R S AH N ER Z AH P HH W IH L K W S AA L F AH F AY
CHRISTMAS PUDDING THAT NOBODY REALLY LIKES,K R IH S M AH S P UH D IH NG DH AE T N OW B AA D IY R IH L IY L AY K S,K R IH S M AH S P UH D IH NG DH AE T N OW B AA D IY JH IH L IY L AY K S,K R IH S UW AH S P UH D IH NG DH AE S N OW B AA D IY R IH L IY W AY K S,K R IH S M AH S P UH K IH HH DH OW T N OW B SH D ER R T L IY L AY K S,K R IH S AH S P UH D IH NG DH AE T N OW B AA D IY R IH L IY L AY K S,K R IH S M AH P UH D IH NG DH AE T OW B AA D IY R IH L IY L AY S,IH S AH UH D IH NG DH AE T OW B AA D IY R IH L IY L AY K S,K R IH S M AH S P UH D IH NG CH DH AE T N OW B AA D IY R IH L IY L AY K S,K R IH S V M AH S P UH D IH NG DH AE UH T N OW B AA D IY R IH L IY S L AY K S,K R HH IH S M P AH S P UH JH D IH NG DH AE T N OW Y B AA D IY M R IH L IY L AY K R S
AND IN THE MORNING,AH N D IH N DH AH M AO R N IH NG,AH N D IH N DH AH K AO R N IH NG,AH N D IH N DH AH M AO K N IH NG,AH Y D N N DH Y M AO R N IH NG,AH N D IH N AH M AO R N IH NG,AH N D IH N DH M AO R N IH NG,AH D IH N DH AH AO N IH NG,AH N D IH N DH AH M AO R JH N IH NG,AH N D IH N DH AH M AO K R N IH NG,AH N D AY IH SH N DH AH NG M AO R N IH NG
BUT NOW THERE'S MORE PROTECTION,B AH T N AW DH EH R EH S M AO R P R AH T EH K SH AH N,B AH ' N AW DH EH R EH S M AO R P R AH T EH K SH AH N,B AH T N AW DH EH R EH S M AO R P UH AH T EH K P AH N,' AH T N AW DH EH R EH IH M AO AH P R AH T EH K SH AH Y,B AH T N AW EH R EH S M AO R P R AH T EH K SH AH N,B T N AW EH R EH S M AO R P R AH T EH K SH AH N,B AH T N AW DH R EH S M AO R R AH T EH SH N,B AH T N AW DH EH R EH S M AO R P K R AH T EH K SH AH N,B AH T N AW DH EH R EH S M AO R P P R AH T EH K TH SH AH N,B AH T N AW DH EH AA R EH S M IY AO IY R P R AH T EH W K SH AH N
ASKING FOR PERMISSION,AE S K IH NG F AO R P ER M IH SH AH N,AE S K IH NG F AO Y P ER M IH SH AH N,AE S K IH NG F AO R DH ER M IH SH S N,AE S K IH NG F AO R P JH M F SH AH TH,AE S K IH NG F AO R ER M IH SH AH N,S K IH NG F R P ER M IH SH AH N,AE S K IH NG F R P ER M SH AH,AE S K IH NG F AO R P ER M IH SH AH AO N,AE S K IH NG F AO R DH P ER M IH SH R AH N,AE S K IH NG F W AO R P ER ' M IH SH IH AH N
IT WAS ACTUALLY EXTREMELY WELL PLACED,IH T W AA Z AE K CH AH W AH L IY IH K S T R IY M L IY W EH L P L EY S T,IH T EY V Z AE K CH AH W AH L IY IH K S T R IY M L IY W EH L P L EY S T,IH T W AA Z AE K CH AH W AH L IY IH K G T R IY M L IY W S L P L IH S T,IH T W AA Z AE S AE AH W AH AY IY IH K S T R IY HH JH IY W EH L CH L EY S T,IH T W AA Z AE K CH AH W AH L IY IH K S T R IY M L IY W EH P L EY S,IH T W AA Z AE K CH W AH L IH K S T R IY M L IY W EH L P L EY S,IH T W AA AE K AH W AH L IH K T R IY M IY EH L P L EY S T,W IH T W AA Z AE K CH AH W AH L IY IH ZH K S T R IY M L IY W EH L P L EY S T,IH T W AA Z AE K CH AH W AH L IY IH K G S T R IY M L IY W HH EH L P L R EY S T,IH F T W AA Z AE K CH AH W AH L IY IH K S T R IY M M L Z IY W F EH IY L P L T EY S T
ONE WAS A PILOT,W AH N W AA Z AH P AY L AH T,W AH N W AA Z AH P IH L AH T,W AH N W AA Z AH P AY L IY T,N AH N W AA Z AH P AY CH AH T,W AH N W AA Z AH P L AH T,W AH N W AA Z AH AY L AH T,N W AA Z AH P AY L AH T,W AO AH N W AA Z AH P AY L AH T,W AH N W AA Z AH P AY L IH AH T,W AH N HH W AA Z AH P AY L ZH AH T
I'M SURE YOU CAN IMAGINE,AY AH M SH UH R Y UW K AE N IH M AE JH AH N,AY AH M SH M R Y UW K AE N IH M AE JH AH N,AY AH M SH UH R Y UW K AE N IH M AE JH IY G,AY AH P SH UH ER Y UW K ER N IH M AE JH AH N,AH M SH UH R Y UW K AE N IH M AE JH AH N,AY AH M SH UH R Y UW K N IH M JH AH N,AY AH SH UH R Y K AE N IH M JH AH N,AY AH M SH UH R TH Y UW K AE N IH M AE JH AH N,AY AH M SH UH R Y UW K AE N IH M AE JH IH AH G N,AY AH M R SH JH UH R Y UW K AE N IH M AE AE JH AH N
I TEND TO USE NATURAL BRITISH STONE,AY T EH N D T UW Y UW S N AE CH ER AH L B R IH T IH SH S T OW N,AY T HH N D T UW Y UW S N AE CH ER AH L B R IH T IH SH S T OW N,AY T HH N D T UW Y UW S N AE CH ER JH L B R IH T IH SH IH T OW N,AY T EH N UH T UW Y UW S N IH CH ER AH L T DH IH T IH SH S T OW IH,AY T EH N D T UW Y UW S N AE CH ER AH L B R IH IH SH S T OW N,AY T EH N D T UW Y UW S N AE CH ER AH L B R IH T IH SH OW,AY EH N D T UW Y UW S N AE CH ER L R IH T IH SH T OW,AY T EH N D T UW Y CH UW S N AE CH ER AH L B R IH T IH SH S T OW N,AY T IH EH N D T UW Y UW S N AE CH ER G AH L B R IH T IH SH IY S T OW N,AY EH T EH N OY D T UW Y UW S N K AE CH ER AH L B R IY IH T IH SH S AW T OW N
BUT I FELT HE WAS EXPOSED,B AH T AY F EH L T HH IY W AA Z IH K S P OW Z D,B AH T AY F EH L T HH IY W JH Z IH K S P OW Z D,B AH T AY F EH L T HH IY UW AA Z IH K S P OW Z AW,B AH T G F EH L T HH AO D AA Z IH OY S P OW Z D,B AH T AY F EH L T HH IY AA Z IH K S P OW Z D,B AH T AY F EH L T HH IY W AA Z IH K P Z D,B AH T F EH L HH IY W AA Z IH S P Z D,B AH T AY F EH L T HH IY W AO AA Z IH K S P OW Z D,B AH T AY F EH L T HH IY AW W AA Z IH K S P OW Z UW D,B AH T AY DH F EH IH L T HH IY W TH AA Z IH K S P UH OW Z D
WE HAVE TO PAY FOR THAT,W IY HH AE V T UW P EY F AO R DH AE T,W IY S AE V T UW P EY F AO R DH AE T,W IY F AE V T UW P EY F AO R DH AE NG,W IY HH AE V T UW P OY F AO R AW NG T,W IY HH AE V T UW EY F AO R DH AE T,W IY V T UW P EY F AO R DH AE T,W IY AE V T UW EY F AO R AE T,W IY HH AE V T UW P EY F AO R DH AE G T,W IY NG HH AE V T UW P EY F AO R DH AE F T,W IY HH AE B V T UW L P EY F AO R DH IY AE T
HE ABSOLUTELY INSISTED ON WRITING HIS OWN INTRO,HH IY AE B S AH L UW T L IY IH N S IH S T AH D AA N R AY T IH NG HH IH Z OW N IH N T R OW,HH IY AE B S AH L UW T L IY IH N S IH S T AH D ' N R AY T IH NG HH IH Z OW N IH N T UW OW,HH IY AE B V AH L UW T P IY IH N L IH S T AH D AA N R AY T IH NG SH IH Z OW N IH N T R OW,IH IY AE B S AH L NG T L IY IH N S IH S Z AH D AA N F AY AY IH NG HH IH Z N N T N T R OW,HH AE B S AH L T L IY IH N S IH S T AH D AA N R AY T IH NG HH IH Z OW N IH N T R OW,HH IY AE S AH L UW T L IY IH N IH S T AH AA N R AY T IH NG HH IH Z OW N IH N T OW,HH IY AE B S AH L UW T L IY IH N S IH S T AH D AA R AY T IH NG N IH R OW,HH IY AE B S AH L UW T L IY IH N S IH S T AH R D AA N R AY DH T IH NG HH IH Z OW N IH N T R OW,HH IY AE B S S AH L UW T UW L IY IH N L S IH S T AH D AA N R AY T IH NG OY HH IH Z OW N IH N T R OW,HH IY AE B UW S AH L UW T HH L IY IH N S ' IH S T AH D AA N R AY T IH OW NG HH AW IH Z N OW V N IH N T R OW
LET'S SAY FOR EXAMPLE,L EH T EH S S EY F AO R IH G Z AE M P AH L,L EH T EH S S EY F AO R IH G Z AE M P AH JH,L P T EH S S EY F AO R IH G Z F M P AH L,AO EH T EH S S EY K AO R SH G Z AE M P P L,L EH T EH S S EY F AO R IH Z AE M P AH L,L T EH S S EY F AO R G Z AE M P AH L,L EH T EH S EY F AO R IH Z AE P AH,L EH T EH S S EY F AO R IH G Z AE M P AH JH L,L OY EH T EH S S EY F AO R IH G Z EY AE M P AH L,L EH T N EH S S EY F AO R NG IH Y G Z AE HH M P AH L
HERSELF CURRENTLY LEARNING TO SIGN,HH ER S EH L F K ER AH N T L IY L ER N IH NG T UW S AY N,HH ER S EH L F K ER AH N T L IY L ER N IH NG T UW S B N,HH ER S EH L F K ER AH N T L AA L ER N IH NG Y UW S AY N,HH HH S B AY F K ER AH V T L IY L ER CH IH NG T UW S AY N,HH ER S EH L F K ER AH T L IY L ER N IH NG T UW S AY N,HH S EH L F K ER AH N T L IY L ER N IH NG UW S AY N,HH ER S EH L F K N T L IY L IH NG T UW AY N,HH ER S EH L F K ER AH N T L IY L ER N IH NG T UH UW S AY N,HH ER S EH L F K ER AH N T L W IY L ER N IH NG AA T UW S AY N,F HH ER S ZH EH L F K K ER AH N T L IY L ER V N IH NG T UW S ZH AY N
I THINK IT LOOKS GREAT,AY TH IH NG K IH T L UH K S G R EY T,AY TH IH NG K IH T L UH K S G R EY CH,AY TH IH NG K IH ' N UH K S G R EY T,AY TH IH NG K Z V P UH K S G R EY T,AY TH IH K IH T L UH K S G R EY T,AY TH IH NG K IH T K S G R EY T,AY TH IH NG IH T L UH K S G T,V AY TH IH NG K IH T L UH K S G R EY T,AY TH IH NG K IH M T ' L UH K S G R EY T,AY OY TH IH NG K IH T L UH K JH S G R EY S T
WHILE I'M SURROUNDED BY WATER RIGHT NOW,W AY L AY AH M S ER AW N D AH D B AY W AO T ER R AY T N AW,W AY L AY AH M S ER CH N D AH D B AY W AO T ER R AY T N AW,W AY L AY AH M S ER AW P D AH V B AY W AO T ER R AY T N AW,W AY L NG P M S ER AW N D AH D IY AY W AO T ER R AE T N TH,W L AY AH M S ER AW N D AH D B AY W AO T ER R AY T N AW,W AY L AY AH S ER AW N D AH D B AY W T ER R AY T N AW,W AY L AY AH M S N D AH D B AY T ER R T N AW,W AY L AY AH M S ER AW AY N D AH D B AY W AO T ER R AY T N AW,W AY L AY AH M S ER AW UW N D AH OY D B AY W AO T ER R AY T N AW,W CH AY L UW AY G AH M S ER AW AY N D AH D B AY B W AO T ER R AY T N AW
HAVE YOU GOT IT,HH AE V Y UW G AA T IH T,HH W V Y UW G AA T IH T,HH AE V Y UW G AA T ZH T,HH AE V R UW G AA G IH T,HH AE V UW G AA T IH T,AE V Y UW G AA T IH T,HH V Y UW G AA IH T,HH AE HH V Y UW G AA T IH T,HH AE V Y UW G AA T Z IH T,HH AE V Y UW G UW AA N T IH T
NOT FOR SUBJECT MATTER,N AA T F AO R S AH B JH EH K T M AE T ER,N AA T F IY R S AH B JH EH K T M AE T ER,N AA T F AO R S G B JH EH K T M AE IH ER,N AA T V AO R S AH B JH N NG T M AE T ER,N AA F AO R S AH B JH EH K T M AE T ER,N AA F AO R S AH B JH EH K T M AE T,N AA T F R S B EH K T M AE T ER,N AA T AY F AO R S AH B JH EH K T M AE T ER,N AA T F AO R S IH AH B JH EH K T M AE F T ER,N AA T F T AO R S AH B JH EH K T AY M OY AE T ER
FOR SOMETHING COMPLETELY DIFFERENT,F AO R S AH M TH IH NG K AH M P L IY T L IY D IH F ER AH N T,F AO R S AH M TH IH NG ZH AH M P L IY T L IY D IH F ER AH N T,F AO R S AH M TH IH NG K AH M P AA IY NG L IY D IH F ER AH N T,F SH R AA AH M ZH IH EY K AH M AW L IY T L IY D IH F ER AH N T,F AO S AH M TH IH NG K AH M P L IY T L IY D IH F ER AH N T,F AO S AH TH IH NG K AH M P L IY T L IY D IH F ER AH N T,F AO S M TH NG K M P L IY T L D IH F ER AH N T,F AO R S AH M TH IH NG K AH M P L IY T L IY D IH F ER AH V N T,F AO R S AH M TH IH NG K AH M P NG L IY AA T L IY D IH F ER AH N T,F G AO R S AH M TH IH R NG K AH M P R L IY T L IY D EY IH F ER N AH N T
A RATHER SPECIAL,AH R AE DH ER S P EH SH AH L,AH R AE M ER S P EH SH AH L,AH R AE DH ER OW P EH SH AH L,HH R AE DH ER CH P EH SH AH L,AH R AE DH ER S P SH AH L,AH R AE DH ER S P EH SH L,AH R DH ER S EH SH AH L,AH R IH AE DH ER S P EH SH AH L,AH R AE DH ER OW S P EH SH AH L,AH UW R AE DH ER N S P EH SH AH L
SO TO DO BALLROOM,S OW T UW D UW B AO L R UW M,S OW T HH D UW B AO L R UW M,S OW T UW D UW B AO L R UW DH,S OW T W D UW B AO L AO UW M,S T UW D UW B AO L R UW M,S T UW D UW B AO L R UW M,S OW T D UW B AO L R UW,S OW T UW Z D UW B AO L R UW M,S OW T UW D UW B AO L R UW DH M,S OW T UW D OW UW B AO L R AH UW M
LEARN AS MUCH AS POSSIBLE,L ER N AE Z M AH CH AE Z P AA S AH B AH L,L ER N AE Z M AH CH AE Z P AA S AH B AH TH,L ER N AE AA M AH CH AE Z P AA S AH V AH L,L ER N AE Z M G CH AE Z P AA S DH B AH M,L ER N AE M AH CH AE Z P AA S AH B AH L,L ER N AE Z M AH AE Z P AA AH B AH L,L ER AE Z M CH AE Z P AA S B AH L,L ER N AE Z M L AH CH AE Z P AA S AH B AH L,L ER N AE UW Z M AH CH AE Z P AA S AH ZH B AH L,L EY ER N AE Z M AW AH CH S AE Z P AA S AH B AH L
NOT QUITE AS HIGH,N AA T K W AY T AE Z HH AY,N AA T K AH AY T AE Z HH AY,N AA T K W AY Z AE Z HH AY,D AA T K W AY T AE Z IY AY,N AA K W AY T AE Z HH AY,N T K W AY T AE Z HH AY,N AA T K W T AE HH AY,N AA T HH K W AY T AE Z HH AY,OW N AA T K W AY T AE Z HH AY,N AA T K W AY T AE Z AH HH AA AY
NOT JUST A HOTEL,N AA T JH AH S T AH HH OW T EH L,N R T JH AH S T AH HH OW T EH L,N AA T JH AH S T AH HH AA T EH L,N AA EH JH AA S T AH B OW T EH L,N AA T JH AH S T AH HH OW EH L,N AA T JH AH S T AH HH T EH L,AA T JH AH S HH OW T EH L,N AA T JH AH S T AH T HH OW T EH L,N AA T JH AH S T AH HH W OW T EH L,N AA T EY JH AH W S T AH HH OW T EH CH L
